ts,session_date,provider_ts,open,high,low,close,volume,open_interest,exchange,symbol,market_type,timeframe,source,source_dataset_id,continuous_contract_identity,roll_adjustment,price_semantics,ts_semantics,quality_status,daily_return,sigma_ann,month,return_1m,return_3m,return_12m,forecast_1m,forecast_3m,forecast_12m,forecast_composite,target_tsmom_1m,target_tsmom_3m,target_tsmom_12m,target_composite_1_3_12m,common_valid,applied_next_month_in_sample
2025-03-31 00:00:00+00:00,2025-03-31,2025-03-31 04:00:00+00:00,3091.0,3132.5,3086.0,3122.800048828125,3438.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,0.011760910036651584,0.14680836404753234,2025-03,0.10081782116372495,0.1877377555237838,0.4083161298633522,1.0,1.0,1.0,1.0,0.6811601004396648,0.6811601004396648,0.6811601004396648,0.6811601004396648,True,True
2025-04-30 00:00:00+00:00,2025-04-30,2025-04-30 04:00:00+00:00,3318.699951171875,3318.699951171875,3268.0,3305.0,207.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,-0.004158144095784855,0.20980894543221587,2025-04,0.058345058384461135,0.17511111111111122,0.4423497167035282,1.0,1.0,1.0,1.0,0.4766241010076835,0.4766241010076835,0.4766241010076835,0.4766241010076835,True,True
2025-05-30 00:00:00+00:00,2025-05-30,2025-05-30 04:00:00+00:00,3315.10009765625,3318.0,3270.89990234375,3288.89990234375,2213.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,-0.008501460457109866,0.23118668014478966,2025-05,-0.004871436507186133,0.15936965797162417,0.4158595034703516,-1.0,1.0,1.0,0.3333333333333333,-0.4325508716045886,0.4325508716045886,0.4325508716045886,0.1441836238681962,True,True
2025-06-30 00:00:00+00:00,2025-06-30,2025-06-30 04:00:00+00:00,3265.89990234375,3306.89990234375,3262.0,3294.39990234375,1242.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,0.006323105807074736,0.2153204881918633,2025-06,0.0016722916973181956,0.0549506375152069,0.4153026470122114,1.0,1.0,1.0,1.0,0.46442398881658714,0.46442398881658714,0.46442398881658714,0.46442398881658714,True,True
2025-07-31 00:00:00+00:00,2025-07-31,2025-07-31 04:00:00+00:00,3272.89990234375,3312.0,3272.89990234375,3293.199951171875,3704.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,-0.0007889124393861691,0.19128721405501659,2025-07,-0.0003642396817160609,-0.0035703627316565623,0.3571811049544096,-1.0,-1.0,1.0,-0.3333333333333333,-0.5227740938881507,-0.5227740938881507,0.5227740938881507,-0.1742580312960502,True,True
2025-08-29 00:00:00+00:00,2025-08-29,2025-08-29 04:00:00+00:00,3432.5,3475.60009765625,3426.60009765625,3473.699951171875,0.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,0.012209307578411543,0.17632513482690518,2025-08,0.054809912145106665,0.05618901587623015,0.39293443065101386,1.0,1.0,1.0,1.0,0.567134119013537,0.567134119013537,0.567134119013537,0.567134119013537,True,True
2025-09-30 00:00:00+00:00,2025-09-30,2025-09-30 04:00:00+00:00,3827.5,3865.5,3793.39990234375,3840.800048828125,1611.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,0.005208235492420998,0.17223606131702113,2025-09,0.10567985226599852,0.16585726162013503,0.4570008370482481,1.0,1.0,1.0,1.0,0.5805985066967946,0.5805985066967946,0.5805985066967946,0.5805985066967946,True,True
2025-10-31 00:00:00+00:00,2025-10-31,2025-10-31 04:00:00+00:00,4034.5,4034.5,3976.60009765625,3982.199951171875,559.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,-0.004773472977074977,0.2346309939306448,2025-10,0.03681522092952827,0.2092189998225955,0.45425989853671656,1.0,1.0,1.0,1.0,0.4262011523914836,0.4262011523914836,0.4262011523914836,0.4262011523914836,True,True
2025-11-28 00:00:00+00:00,2025-11-28,2025-11-28 14:30:00+00:00,4163.39990234375,4223.89990234375,4140.0,4218.2998046875,3615.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,0.012748393086785548,0.22152098203081616,2025-11,0.05928879925935049,0.2143535319636427,0.5876175403415507,1.0,1.0,1.0,1.0,0.45142450653315014,0.45142450653315014,0.45142450653315014,0.45142450653315014,True,True
2025-12-31 00:00:00+00:00,2025-12-31,2025-12-31 05:00:00+00:00,4333.5,4363.7998046875,4285.0,4325.60009765625,785.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,-0.010182833117224455,0.21970085292672417,2025-12,0.025436857961000037,0.1262237145034517,0.6452153423052756,1.0,1.0,1.0,1.0,0.4551643685850985,0.4551643685850985,0.4551643685850985,0.4551643685850985,True,True
2026-01-30 00:00:00+00:00,2026-01-30,2026-01-30 05:00:00+00:00,5376.39990234375,5440.5,4700.0,4713.89990234375,8374.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,-0.11366200569716556,0.24097600729731494,2026-01,0.08976784629210033,0.18374264480530456,0.6760532986111112,1.0,1.0,1.0,1.0,0.41497907248757976,0.41497907248757976,0.41497907248757976,0.41497907248757976,True,True
2026-02-27 00:00:00+00:00,2026-02-27,2026-02-27 05:00:00+00:00,5186.7001953125,5280.0,5176.7001953125,5230.5,354.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,0.010431758910460776,0.33635142155630465,2026-02,0.10959080768757867,0.23995454144527928,0.8438028447442767,1.0,1.0,1.0,1.0,0.29730809383025064,0.29730809383025064,0.29730809383025064,0.29730809383025064,True,True
2026-03-31 00:00:00+00:00,2026-03-31,2026-03-31 04:00:00+00:00,4510.0,4684.10009765625,4508.60009765625,4647.60009765625,4264.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,0.026867012297006276,0.3498412621953645,2026-03,-0.1114424820464105,0.07444053836009257,0.48827975694451764,-1.0,1.0,1.0,0.3333333333333333,-0.28584392639241124,0.28584392639241124,0.28584392639241124,0.0952813087974704,True,True
2026-04-30 00:00:00+00:00,2026-04-30,2026-04-30 04:00:00+00:00,4561.89990234375,4636.7001953125,4561.89990234375,4614.7001953125,77.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,0.01529085563088639,0.3194731284359266,2026-04,-0.00707890129366795,-0.02104408432218252,0.39627842520801826,-1.0,-1.0,1.0,-0.3333333333333333,-0.31301537155747344,-0.31301537155747344,0.31301537155747344,-0.10433845718582448,True,True
2026-05-29 00:00:00+00:00,2026-05-29,2026-05-29 04:00:00+00:00,4494.0,4591.7998046875,4487.89990234375,4560.5,1883.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,0.013602159884686937,0.28858910249825814,2026-05,-0.011745117346421585,-0.12809482841028585,0.3866338701126406,-1.0,-1.0,1.0,-0.3333333333333333,-0.34651343080636104,-0.34651343080636104,0.34651343080636104,-0.11550447693545367,True,True
2026-06-30 00:00:00+00:00,2026-06-30,2026-06-30 04:00:00+00:00,4002.60009765625,4049.699951171875,3962.5,4022.89990234375,1108.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,0.00014913196637333925,0.29400958652881926,2026-06,-0.11788183261840812,-0.13441349991096085,0.2211328380266524,-1.0,-1.0,1.0,-0.3333333333333333,-0.3401249638851414,-0.3401249638851414,0.3401249638851414,-0.11337498796171379,True,True
2026-07-31 00:00:00+00:00,2026-07-31,2026-07-31 04:00:00+00:00,4102.39990234375,4102.39990234375,4022.39990234375,4049.10009765625,1166.0,,comex,GC=F,futures,1d,yahoo_chart_snapshot,yahoo-chart-api:GC=F:2020-01-01:2026-08-18,Yahoo Finance GC=F continuous futures,provider_method_unverified; raw quote.close used,Yahoo quote OHLC; adjclose deliberately excluded,exchange-local session date normalized to 00:00 UTC,raw_unaccepted,-0.012438720710539086,0.27025557731430433,2026-07,0.006512763416568257,-0.12256486309354897,0.22953363223978873,1.0,-1.0,1.0,0.3333333333333333,0.37002011575028876,-0.37002011575028876,0.37002011575028876,0.12334003858342958,True,False
